Date,Location,Operator,Type,Aboard,Fatalities,Ground,Summary,City,State
1973-09-04,"Gary, Indiana",Aegler Stuart Flying Service  / Private,Piper PA-30 / Cessna 337A,5.0,4.0,0.0,"The Piper, landing on Runway 20 collilded with the Cessna at a runway intersection. Two killed on each plane. Pilots failed to see and avoid eachother.",Gary,IN
1973-09-08,"King Cove, Alaska",World Airways,McDonnell Douglas DC-8-63F,6.0,6.0,0.0,"Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain.",King Cove,AK
1973-09-09,"Paintsville, Kentucky",Wicks Flying Service - Air Taxi,Cessna 310H,4.0,4.0,0.0,Collided with trees while en route. Cancelled IFR en route. Continued VFR flight into adverse weather conditions.,Paintsville,KY
1973-09-20,"Natchitoches, Louisiana",Private Charter,Beechcraft E18S,6.0,6.0,0.0,"The plane crashed into a tree 200 yards past the end of the runway while taking off  from Natchitoches, Louisiana Municipal Airport. A witness to the crash reported that the plane never seemed to gain any altitude. It scraped the top of a pecan tree, catching a wing and crashed to the ground. Pilot failed to see/avoid objects, obstructions. Pilot had severe coronary artery disease. Ran 3 miles from motel to airport.  May have had a heart attack. Singer Jim Croce, 30, killed.  Also killed were accompanist Maurice Muehleisen, publicist Kenny Cortese, road manager Dennis Rast, comedian George Stevens and pilot Robert Elliot. Croce's company had just completed a performance before a crowd of 2,000 at Northwest State University.",Natchitoches,LA
1973-09-24,"Eagleville, California",Dunlap Aviation - Air Taxi,Cessna 310,2.0,2.0,0.0,Crashed into mountain while en route. Failed to see and avoid obstructions in rain and hail. No local navaids. Mountain obscured.,Eagleville,CA
1973-09-25,"Lincoln, Nebraska",Lisa Jet Inc. - Air Taxi,Gates Lear 25,3.0,3.0,0.0,Crashed while in initial climb. Inadequate preflight preparation. Poor crew coordination.,Lincoln,NE
1973-09-27,"Rich Mountain, Arkansas",Texas International Airlines,Convair 600,11.0,11.0,0.0,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information.",Rich Mountain,AR
1973-10-31,"La Verne, California",Jack N. Boswick - Air Taxi,Cessna 401A,7.0,2.0,0.0,The aircraft failed to become airborne and overran the runway on takeoff. The landing gear collapsed and the plane crashed. Failed to use checklist. Gust lock engaged.,La Verne,CA
1973-11-03,"Near Albuquerque,  New Mexico",National Airlines,McDonnell Douglas DC-10-10,128.0,1.0,0.0,"Overspeeding of the starboard engine caused the engine to disintegrate. Pieces struck the fuselage, breaking a window, causing rapid explosive decompression and a passenger was sucked out of the plane.  The plane landed safely. The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engine's low pressure compressor. This led to engine overspeeding and destruction of the engine.",Near Albuquerque,NM
1973-12-11,"Sitkin Island, Alaska",Military - U.S. Navy,Douglas DC-118,10.0,10.0,0.0,Struck a mountain 40 miles from Adak.,Sitkin Island,AK
1973-12-18,"Manhattan, Kansas",Capitol Air Service - Air Taxi,Cessna 310L,2.0,2.0,0.0,"Following ground contact, the aircraft became airborne for a distance of 525 ft., struck power lines and crashed.",Manhattan,KS
1974-01-06,"Johnstown, Pennsylvania",Air East,Beechcraft 99A,17.0,12.0,0.0,Crashed short of the runway.  Failed to maintain flying speed. Improper IFR operation. Premature descent below safe approach slope for reasons undetermined.,Johnstown,PA
1974-01-25,"Goldendale, Washington",Inland Aviation - Air Taxi,Cessna 172L,2.0,2.0,0.0,"Collided with trees at 5,600 ft. in sleet and freezing rain while en route. Continued VFR flight into adverse weather.",Goldendale,WA
1974-01-27,"S. Dominican Pueblo, New Mexico",Taos Airways - Air Taxi,Beechcraft J-35,3.0,3.0,0.0,Continued VFR flight into adverse weather. Crashed in snow while en route. Attempted to fly into icing conditions without anti-icing equipment or pitot heat.  Pilot minimally instrument qualified.,S. Dominican Pueblo,NM
1974-01-28,"Winger, Minnesota",Theif River Aviation - Air Taxi,Piper PA-28,4.0,4.0,0.0,Crashed in a steep nose down right wing low attitude in snow. Spatial disorientation. Continued VFR flight into adverse weather.,Winger,MN
1974-02-22,"Baltimore, Maryland",Delta Air Lines,MDonnell Dougals DC-9,15.0,1.0,0.0,"An out of work Pennsylvania salesman, Samuel Byck attempted to hijack Flight 523. His plans were to fly the plane into the White House and kill president Richard Nixon. He killed a security guard to get on board. He then shot and killed to copilot and seriously wounded the pilot. He was wounded  by a security guard and soon after killed himself. The plane never left the ground.",Baltimore,MD
1974-03-11,"Carson City, Nevada",Executive Air - Air Taxi,Robertson 414,4.0,4.0,0.0,"Took off on a dark night, turned, climbed and struck a mountain. Pilot failed to follow approved procedures. Failed to see and avoid obstructions. Improper decision and planning.",Carson City,NV
1974-03-13,"Bishop, California",Sierra PacifiAirlines,Convair CV-440,36.0,36.0,0.0,"The aircraft crashed into Poleta Ridge, in the foothills of  the White Mountains at 6,100 ft.  The Wolper Productions Inc. movie crew was being flown from Bishop to Burbank. The flight was being conducted under VFR conditions. It could not be determined why the crew did not maintain a safe distance from hazardous terrain.",Bishop,CA
1974-04-11,"Hilo Island, Hawaii",Island Air,Beechcraft H18S,11.0,11.0,0.0,Flew into mountain slope in poor visibility. Continued VFR into adverse weather conditions.,Hilo Island,HI
1974-04-30,"Galveston, Texas",Houston Metro Airlines,Beechcraft 99,12.0,6.0,0.0,Crashed during takeoff. Inadequate preflight preparation and planning. Lack of familarity with aircraft.  Misused  flaps. Gust lock engaged.,Galveston,TX
1974-05-23,"Springfield, Illinois",Saturn Airways,Lockheed L-100-30 Hercules,3.0,3.0,0.0,"While en route the left wing separated from the aircraft. The plane crashed out of contol. The undiscovered, preexisting fatigue cracks, which reduced the strength of the left wing to the degree that it failed as a result of positive aerodynamiloads created by moderate turbulence.",Springfield,IL
1974-06-30,"Umiat, Alaska",Alaska Helicopter - Air Taxi,Fairchild Hiller FH1100,5.0,5.0,0.0,Crashed after the fatigue fracture of the swachplate assembly. Inadequate maintenance and inspection.,Umiat,AK
1974-08-13,"Anaktuvuk, Alaska",MerriAviation - Air Taxi,de Havilland DHC-2,4.0,4.0,0.0,"Tried to fly through an obscure mountain pass, tried to turn around and hit the ground.",Anaktuvuk,AK
1974-09-11,"Near Charlotte, North Carolina",Eastern Air Lines,McDonnell Douglas DC-9-31,82.0,70.0,0.0,The aircraft flew too low and struck trees 3.3 miles short of the runway during an approach in fog. Flightcrew's lack of altitude awareness at critical points during the approach due to poor cockpit discipline in that the crew did not follow prescribed procedures. The crewmembers were preoccupied with conversations having nothing to do with the operating the aircraft while conducting an instrument approach. The aircraft was 50 knots too fast and 500 feet below the final approach fix.,Near Charlotte,NC
1974-09-19,"Riverside, California",Riverside Air,Piper PA-32,5.0,5.0,0.0,Crashed into cables and caugt fire after a third attempt to land.  Improper IFR procedures. Pilot descended below MDA on VOR approach.,Riverside,CA
1974-09-22,"Fairbanks, Alaska",Frontier Flying Service - Air Taxi,Cessna 185,2.0,2.0,0.0,The aircraft suffered engine failure during takeoff and crashed. Excessive ware of spark plugs. Inadequate inspection and maintenance.,Fairbanks,AK
1974-10-01,"Lupine, Alaska",Winship Air Service,Volpar 18,6.0,6.0,0.0,Crashed after encountering airframe icing. Failed to follow approved procedures and directives. Improper operation of powerplant and powerplant controls.,Lupine,AK
1974-10-09,"Medfra, Alaska",Evergreen Helicopter - Air Taxi,Bell 205A,3.0,3.0,0.0,Main rotor separated due to overloading. Evidence of mast bumping. Improper operation of flight controls.,Medfra,AK
1974-10-17,"Kassan, Alaska",Webber Airlines -Air Taxi,de Havilland DHC-2,8.0,5.0,0.0,Entered local fog conditions after takeoff and collided with trees. Pilot initiated flight in adverse weather conditions.,Kassan,AK
1974-10-22,"Fort Apache, Arizona",Deming Flying Service - Air Taxi,Cessna 172M,2.0,2.0,0.0,The pilot continued flight into poor weather conditions  and thunderstorm activity. Continued VFR flight into adverse weather conditions. Pilot not insturment rated.,Fort Apache,AZ
1974-10-24,"Blair, Oklahoma",AltusFlying Service - Air Taxi,Piper PA-31,4.0,2.0,0.0,Collided with the ground on final apporach in rain and fog. ATC failed to provide radar vectoring as requested. Pilot descended below MDA.,Blair,OK
1974-10-24,"Chicao, Illinois",Henry Nichols - Air Taxi,Cessna 337D,3.0,2.0,0.0,Pilot misjudged altitude in fog and landed in water. Continued VFR flight into adverse weather conditions.,Chicao,IL
1975-11-09,"Willow, Alaska",Willow Air Service - Air Taxi,Piper PA-18,3.0,3.0,0.0,Failed to maintain flying speed while in the initial climb. Stalled and crashed. Incorrect trim setting. Plane overloaded.,Willow,AK
1974-10-27,"Old Man's Camp, Alaska",Alaska International Air,Lockheed L-100 Hercules,4.0,4.0,0.0,"While en route, the cargo plane lost a wing and spiraled into the ground. Failure of the right wing in fight. Fatigue fracture. Inadequate maintenance and inspection.",Old Man's Camp,AK
1974-10-28,"Pagosa Springs, Colorado",Hlavka Aviation - Air Taxi,Beechcraft 95-B55,2.0,2.0,0.0,Pilot refused weather briefing. Flew into blind canyon. Icing conditions. Continued VFR flight into adverse weather conditions.,Pagosa Springs,CO
1974-11-15,"Hoonah, Alaska",Southeast Sky - Air Taxi,de Havilland DHC-2,4.0,4.0,0.0,The float equiped plane crashed into the bay in blowing snow and poor visibility. Continued VFR flight into adverse weather conditions.,Hoonah,AK
1974-12-01,"Bear Mountain,  Thiells, New York",Northwest Orient Airlines,Boeing B-727-251,3.0,3.0,0.0,"The aircraft stalled in a climb from which recovery was not effected. The loss of control of the aircraft because the flight crew failed to recognize and correct the aircraft's high-angle-of-attack, low-speed stall and its descending spiral. The stall was precipitated by the flight crew's improper reaction to erroneous airspeed and Mach indications which had resulted from a blockage of the pitot heads by atmospheriicing. Contrary to standard operational procedures, the flight crew had not activated the pitot head heaters.","Bear Mountain,  Thiells",NY
1974-12-01,"Near Berryville, Virginia",Trans World Airlines,Boeing B-727-231,92.0,92.0,0.0,The plane crashed into high terrain at approximately 270 mph during an approach to Dulles Airport. The crew's decision to descend before aircraft reached the approach segment. The crew ignored high terrain marked on the en route chart and continued their descent. Lack of clarity in ATC procedures. The issuance of the approach clearance when the flight was 44 miles from the airport on an unpublished route without clearly defined minimum altitudes. Inadequate depiction of altitude restrictions on the profile view of the approach chart for the VOR/DME approach to Runway 12 at Dulles International Airport.,Near Berryville,VA
1974-12-11,"Near Old Harbors, Alaska",Kodiak Airways,Grumman G-21,5.0,5.0,0.0,Disappeared en route. Never found.,Near Old Harbors,AK
1975-01-05,"Palmer, Washington",Richland Flying Service - Air Taxii,Cessna TU206D,4.0,3.0,0.0,Unable to maintain altitude and crashed into trees. Icing conditons. Airfame icing.,Palmer,WA
1975-01-09,"Whittier, California",Golden West Airlines / Private,de Hav Can. DHC-6 Tw Otter 100/ Cessna,14.0,14.0,0.0,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter  and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffidirectly ahead of them.",Whittier,CA
1975-01-13,"Juneau, Alaska",Channel Flying Service - Air Taxi,de Havilland DHC-2,5.0,5.0,0.0,The aircraft disappeared after attempting to return to Juneau. Not found. Probable cause unknown.,Juneau,AK
1975-02-01,"Valdez, Alaska",Kenai Air Service - Air Taxi,Piper PA-31,2.0,2.0,0.0,Misjudged altitude. Flew into rising terrain. Not recovered due to avalanche danger.,Valdez,AK
1975-02-01,"Houston, Texas",Horizon Properties,Douglas DC-3C,16.0,5.0,0.0,"The flight was diverted to Houston because weather at Huntsville was below minima.  An ILS approach was abandoned due to intermittent operation of the aircraft ILS localizer receiver instruments. The crew then tried an approach with Houston TRACON monitoring on surveillance radar. The DC-3 descended too low until the left wing collided with a  high power line tower, located 1.8 miles short of the runway. Fifteen feet of wing was torn off and the aircraft continued another 650 feet before striking the ground inverted.  Improper in-flight decisions or planning and improper IFR operation.",Houston,TX
1975-02-16,"Fairbanks, Alaska",PacifiAlaska Airlines,Douglas DC-6BF,3.0,3.0,0.0,The cargo plane lost three of four engines on takeoff. The crew tried to return to the airport but crashed short of the runway. Fuel contamination. Water in fuel.,Fairbanks,AK
1975-03-05,"Waterford, Wisconsin",Burlington Air - Air Taxi,Beechcraft 95,4.0,2.0,0.0,The aircraft suffered partial loss of engine power while en route. Made a forced crash landing.  Not equipped with anti- icing. Conditions conducive to carburetor induction icing. Attempted operation with know deficiencies in equipment. Initiated flight in adverse weather conditions.,Waterford,WI
1975-03-20,"Near Quilcene, Washington",Military - U.S. Air Force,Lockheed C-141A (L.300),16.0,16.0,0.0,The aircraft struck a ridge of  Mt. Constance in OlympiNational Park. Faulty clearance by the ATC after misidentifying the C-141 as another aircraft.,Near Quilcene,WA
1975-04-22,"Goleta, California",Skips Air Service - Air Taxi,Cessna 310Q,3.0,3.0,0.0,Descended into obscured mountain slope. Continued VFR flight into adverse weather.,Goleta,CA
1975-04-28,"Deadhorse, Alaska",Gay Airways - Air Taxi,Bell 206,4.0,2.0,0.0,Continued VFR flight into adverse weather. Pilot said gyro not working properly.,Deadhorse,AK
1975-05-12,"Savoonga, Alaska",Foster Aviation,Piper PA-23-250,6.0,6.0,0.0,The cabin door came open in flight distracting the pilot. Failed to maintain flying speed. Stalled.,Savoonga,AK
1975-06-24,"JFK Airport, New York, New York",Eastern Air Lines,Boeing B-727-225,124.0,113.0,0.0,"The aircraft crashed into the approach lights to runway 22L at JFK while on an ILS approach to the runway. Aircraft's encounter with heavy rain and a very strong thunderstorm that was located astride the ILS localizer course which resulted in a high descent rate into approach light towers.The flightcrew's delayed recognition and correction of the high descent rate and their reliance upon visual cues rather than on flight instrument reference. However, the adverse winds might have been too severe for a successful approach and landing even had they relied upon and responded rapidly to the indications of the flight instruments.Contributing to the accident was the continued use of Runway 22L when it should have become evident to both air trafficontrol personnel and the flightcrew that a severe weather hazard existed along the approach path.","JFK Airport, New York",NY
1975-06-26,"Toledo, Ohio",Hamilton Aviation,Beechcraft E18S,2.0,2.0,0.0,Crashed in an emergency landing. Fatigue fracture of the cylinder head. Standpipe cutoff flush with bottom of oil tank. Improper maintenance.,Toledo,OH
1975-07-10,"Homer, Alaska",Homer Air Service - Air Taxi,Piper PA-18,2.0,2.0,0.0,Diverted attention from aircraft. Misjudged altitude and clearance. Struck high obstruction.,Homer,AK
1975-07-15,"Poway, California",Oceanaire Helicopter - Air Taxi,Bell 206B,4.0,4.0,0.0,Departed from well lighted area into surrounding unlighted terrain with fog in area. Crashed.  Spatial disorientation.,Poway,CA
1975-07-26,"Imlay City, Michigan",Military - U.S. Air Force,Lockheed C-130A Hercules,6.0,6.0,0.0,Crashed while flying low in an exercise in formation. Propeller separation.,Imlay City,MI
1975-08-07,"Denver, Colorado",Continental Airlines,Boeing B-727-224,131.0,0.0,0.0,"The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight.",Denver,CO
1975-08-25,"Minford, Ohio",Portsmouth Aviation - Air Taxi,Piper PA-28,4.0,2.0,0.0,The aircraft suffered engine failure on final. Fuel exhaustion. Evasive maneuver to avoid collision. Tried to avoid trees and crashed.,Minford,OH
1975-08-30,"Near Gambell, Alaska",Wien Air Alaska,Fairchild F-27B,32.0,10.0,0.0,"After several landing attempts, the aircraft crashed into Sevuokuk Mountain, in fog, while attempting to land at Gambell Airport. The flightcrew's failure to adhere to prescribed company instrument approach procedures while attempting to land in adverse weather conditions.",Near Gambell,AK
1975-10-26,"Zephyr Cove, Nevada",Air Taxi,Piper PA-34,2.0,2.0,0.0,Collided with trees while descending to land. Pilot fatigue.,Zephyr Cove,NV
1975-11-07,"State College, Pennsylvania",Quakertown Aviation - Air Taxi,NA Rockwell 112,4.0,4.0,0.0,"Collided with mountain at 1,500 ft. while attempting to land. Misjudged altitude and clearance.",State College,PA
1975-11-30,"Elko, Nevada",SceniAirline - Air Taxi,Cessna 402,2.0,2.0,0.0,Crashed in snow and turbulence while descending to land. Descended below minima. Pilot didn't use available instrument approach chart.,Elko,NV
1975-12-26,"Rollinsville, Colorado",Star Aviation,Mitsubishi MU-2B,9.0,9.0,0.0,Crashed into mountains. Continued VFR flight into adverse weather conditions.,Rollinsville,CO
1976-01-03,"Anchorage, Alaska",Winship Air,Lear Jet 24A,6.0,6.0,0.0,Crashed short of the runway in fog. The pilot descended below published minimums because of low fuel.  Inadequate preflight planning. Improper IFR operation.,Anchorage,AK
1976-01-06,"Grants, New Mexico",Orlando Airways - Air Taxi,Piper PA-23,4.0,4.0,0.0,Crashed in snow showers and low visibility.,Grants,NM
1976-01-15,"Orofino, Idaho",Green Acres - Air Taxi,Bellanca 17-30,3.0,3.0,0.0,"Struck trees in mountainous area in rain and low visibility at 5,700 ft. north of proposed route.  Continued VFR flight into adverse weather.",Orofino,ID
1976-02-03,"Lafayette, Louisiana",Falcon Airways - Air Taxi,Beechcraft  C-45H,2.0,2.0,0.0,"After the plane took off, cargo shifted causing the plane to enter a layer of fog and crash into a swamp. Improperly loaded cargo.",Lafayette,LA
1976-09-02,"Hawk Inlet, Alaska",Temsco Helicopter - Air Taxi,Hughes 369HS,4.0,3.0,0.0,Crashed while climbing to cruise altitude. Failed to maintain adequate rotor speed.,Hawk Inlet,AK
1976-02-08,"Van Nuys, California",Mercer Airlines,Douglas DC-6,6.0,3.0,0.0,"The aircraft took off from Burbank when a propeller blade separated, causing an engine failure. The aircraft circled back to the airport and attempted an emergency landing but upon touchdown the plane’s speed was too great. As a result, the landing was aborted and the flight crew opted to divert to nearby Van Nuys Airport. While en route, a second engine failed and the aircraft crashed onto the Woodley Golf Course one mile short of the runway at Van Nuys. The aircraft plowed into a small unoccupied building and came to rest against a portable bungalow.",Van Nuys,CA
1976-03-07,"Igiugig, Alaska",Kodiak Western Alaska Airlines,Cessna 207,4.0,4.0,0.0,Continued VFR flight in to adverse weather.,Igiugig,AK
1976-03-07,"San Onofre, California",Sky Haven - Air Taxi,Cessna 172M,2.0,2.0,0.0,The aircraft crashed into the PacifiOcean after an in-flight fire. Source of the fire undetermined.,San Onofre,CA
1976-04-05,"Ketchikan, Alaska",Alaska Airlines,Boeing B-727-81,50.0,1.0,0.0,The plane overran the runway after landing at excessive speed. The captain's faulty judgement in initiating a go-around after he was committed to a full stop landing following an excessively long and fast touchdown from an unstabilized approach.,Ketchikan,AK
1976-04-08,"Friday Harbor, Washington",North Sound Aviation,Cessna 207,7.0,7.0,0.0,Crashed while attempting a go-around. Continued VFR flight into adverse weather. Spatial disorientation. Premature flap retraction.,Friday Harbor,WA
1976-04-08,"Aspen, Colorado",Royal American - Air Taxi,Beechcraft A36,2.0,2.0,0.0,Made a high speed vertical dive and crashed. Probable cause undetermined.,Aspen,CO
1976-04-15,"Palm Desert, California",Chartair - Air Taxi,Beech B60,6.0,6.0,0.0,Flew into a thunderstorm and broke apart. Exceeded designed stress limits of aircraft.  VFR flight into adverse weather.,Palm Desert,CA
1976-04-27,"Anaktuvuk, Alaska",Frontier Flying Service - Air Taxi,Cessna 207,5.0,5.0,0.0,Crashed in show and low ceiling while en route. Whiteout. Initiated flight in adverse weather conditions.,Anaktuvuk,AK
1976-05-18,"Petersburg, Alaska",Lab Flying Service - Air Taxi,Piper PA-34,6.0,6.0,0.0,Lost control of aircraft and crashed. Probable cause undetermined.,Petersburg,AK
1976-06-10,"Somerset, Colorado",Sky Chopper  - Air Taxi,Bell 47G3B1,2.0,2.0,0.0,Hit powerlines at 70 ft. AGL. Pilot failed to see and avoid obstructions.,Somerset,CO
1976-07-24,"Huntsville, Missouri",Reed Aviation - Air Taxi,Piper PA-28R,5.0,5.0,0.0,Midair collision with another Piper PA-28 while climbing to cruise. Three killed on N7941C and two on the other aircraft. Pilots failed to see and avoid eachother.,Huntsville,MO
1976-07-27,"Greensburg, Kansas",Capitol Air Service - Air Taxi,Piper PA-34,3.0,2.0,0.0,"Collided with dirt bank after overrunning the runway while landing. Misjudged distance, speed and altitude. Failed to initiate a go-around.",Greensburg,KS
1976-08-01,"Billings, Vermont",Mamer - Shreck  - Air Taxi,Beechcraft S35,4.0,3.0,0.0,Crashed in rain and low ceiling. Continued VFR flight into adverse weather.,Billings,VT
1976-08-25,"Sunnyside, Utah",Green River Aviation - Air Taxi,Cessna 185,3.0,3.0,0.0,"The pilot rotated the aircraft 5,000 ft. down the runway and crashed into rising terrain. Premature takeoff. Failed to abort takeoff.",Sunnyside,UT
1976-09-22,"San Bernardino, California",Loma Linda University - Air Taxi,Sikorsky S-55B,4.0,4.0,0.0,Helicopter mediflight. Pilot failed to see and avoid power lines while flying through a pass.,San Bernardino,CA
1976-09-26,"Near Alpena, Michigan",Military - U.S. Air Force,Boeing KC-135A,20.0,15.0,0.0,Flew into high terrain.,Near Alpena,MI
1976-10-09,"Busick, North Carolina",Aero National - Air Taxi,Piper PA-34,4.0,4.0,0.0,Crashed after flying into an area of thunderstorms. Continued flight into know areas of severe turbulence.,Busick,NC
1976-10-20,"Hampton, Virginia",Skyline Aviation - Air Taxi,Piper PA-31,4.0,4.0,0.0,Partial power loss of No. 1 engine on initial approach. Aircraft crashed in water. Failure of the No. 5 cylinder in the right engine. Body of co-pilot not recovered.,Hampton,VA
1976-11-29,"Grand Canyon, Arizona",Grand Canyon Air - Air Taxi,Piper PA-32-300,2.0,2.0,0.0,The aircraft crashed while on final approach. An unrestrained German Shepard interfered with flight controls.,Grand Canyon,AZ
1976-12-12,"Cape May, New Jersey",AtlantiCity Airlines,de Havilland Canada DHC-6 Twin Otter 300,10.0,3.0,0.0,The plane crashed short of the runway in rain. Windshear. The aircraft's rate of descent and descent flight path angle increased as a result of windshear encountered during visual approach below minimum descent altitude. The flight crew did not recognize these flightpath deviations because they were relying on visual references which were degraded by non-homogeneous fog and on kinestheticues which were adversely affected by the aircraft's forward center of gravity resulting from the improperly loaded aircraft.,Cape May,NJ
1977-01-06,"Near Palm Springs, California",Jet Avia Charter,Gates Learjet 24B,4.0,4.0,0.0,"The plane took off from Palm Springs Municipal Airport in light rain, bound for Las Vegas Nevada. The plane climbed to 9,000 feet but never changed its runway heading and flew directly into a mountain at an altitude of 9,700 feet. Flight crew's misinterpretation of an IFR clearance issued by the Palm Springs Departure Control and subsequent ATC instructions.  Natalie 'Dolly' Sinatra, 82, mother of entertainer Frank Sinatra and her traveling companion were killed.",Near Palm Springs,CA
1977-01-13,"Anchorage, Alaska",Japan Air Lines,Douglas DC-8,5.0,5.0,0.0,The cargo plane crashed while attempting to take off. Alcoholiimpairment of captain. Flightcrew members did not prevent captain from attempting to fly. Blood alcohol of 0.21.,Anchorage,AK
1977-07-06,"Saint Louis, Missouri",Fleming International Airways,Lockheed L-188AF Electra,3.0,3.0,0.0,"After taking off the cargo plane's No. 2 engine did not develop power, the plane rolled to the right and crashed. Attempted operation with known deficiencies in equipment. Failed to follow approved procedures. Inadequate maintenance and inspection.",Saint Louis,MO
1977-04-04,"New Hope, Georgia",Southern Airways,McDonnell Douglas DC-9-31,85.0,62.0,8.0,The aircraft sustained a broken windshield and loss of power to both engines after penetrating a thunderstorm and encountering hail. The plane crash landed on a highway and exploded in flames. Total and unique loss of thrust from both engines while the aircraft was penetrating an area of severe thunderstorms with heavy precipitation and hail. Contributing factor was the failure of the company's dispatcher to provide the flight crew with up-to-date severe weather information.,New Hope,GA
1977-05-16,"New York, New York",New  York Helicopter,Sikorsky S61L,25.0,4.0,1.0,"While passengers were loading aboard the helicopter on top of the Pan Am building, the landing  gear collapsed causing the helicopter to tip on its side.  Four people, waiting to board the craft  were killed by the rotating blades. One of the blades tore loose and struck a window breaking in two. One-half of the blade then sailed two blocks striking and killing a pedestrian. Fatigue failure of the upper right forward fitting of the right main landing gear tube assembly. The fatigue originated from a small surface pit of undetermined source.",New York,NY
1977-05-31,"Houma, Louisiana",Intracostals - Air Taxi,Cessna 185,3.0,3.0,0.0,The float plane making an approach over a canal for landing collided with a bridge in rain and hail. Continued VFR flight into adverse weather conditions.,Houma,LA
1977-07-21,"Ruby, Alaska",Harold's Air Service,Britten-Norman BN-2A-6 Islander,4.0,1.0,0.0,Flew into terrain. Pilot in command misjudged speed and clearance.,Ruby,AK
1977-07-25,"Bernard Creek, Idaho",Gaige Aviation - Air Taxi,Piper PA-32R,5.0,5.0,0.0,Flew into blind canyon and crashed. Stalled in canyon during go-around over mountain strip. Minimum flying experience.,Bernard Creek,ID
1977-08-01,"Encino, California",Private KNBC Los Angeles,Bell 206B JetRanger,2.0,2.0,0.0,"The helicopter, piloted by Francis Gary Powers, 48, crashed in Balboa Park on the way back from covering a news story on a brush fire in Santa Barbara. Francis Gary Powers was famous for piloting the U-2 spy plane in 1960 that was shot down by the Russians and caused a major political crisis for President Eisenhower.  Powers was a helicopter pilot and newscaster for KNBC in Los Angeles. Power's cameraman was also killed. The helicopter apparently ran out of fuel.",Encino,CA
1977-08-11,"Engle, New Mexico",Southwest Aviation - Air Taxi,Cessna U206,4.0,4.0,0.0,Flew into thunderstorm and crashed.,Engle,NM
1977-08-12,"Parkersburg, West Virginia",Rambar Aviation - Air Taxi,Beechcraft 58,4.0,4.0,0.0,Experienced engine loss on final approach. Wrong engine feathered. Cashed. Inadequate maintenance and inspection. Engine fuel manifold valve defective.,Parkersburg,WV
1977-08-20,"Deadhorse, Alaska",Kenai Air Service - Air Taxi,Bell 206B,3.0,3.0,0.0,Crashed while en route. Equipped with emergency floats but aircraft and those aboard never recovered.,Deadhorse,AK
1977-08-25,"Kona, Hawaii",Island Airways,Shorts SC-7 Skyvan 3-200,2.0,2.0,0.0,"The cargo plane stalled, went into a spin and crashed short of the runway. Failure to maintain flying speed.",Kona,HI
1977-09-02,"Minto Lake, Alaska",Wright Air Service - Air Taxi,Helo 295,3.0,3.0,0.0,Collided with a Cessna 185 while climbing to cruise. Failed to see and void other aircraft.,Minto Lake,AK
1977-09-06,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,de Havilland Canada DHC-6 Twin Otter 200,13.0,13.0,0.0,"Crashed in level flight  into Mt. Iliamna glacier at 7,000 feet. Failure of the flight crew to use proper navigational procedures for the route being flown especially their failure to use the available backup means of navigation to verify the position and progress of the flight. Recovery of bodies or wreckage not possible.",Mt. Iliamna,AK
1977-09-12,"Yakutat, Alaska",Safe Air Cargo,Douglas DC-7BF,4.0,4.0,0.0,The cargo plane did not gain altitude after taking off and crashed into trees 2.5 miles from the runway. The aircraft was overloaded and lost an engine on takeoff.,Yakutat,AK
1977-09-14,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Boeing - EC-135K,20.0,20.0,0.0,Crashed into a mountain peak in the Manzano range shortly after taking off and making a right bank. The aircraft was observed flying too low and did not heed the controller's warnings. Fatigue may have played a part in the accident.,Near Albuquerque,NM
1977-09-23,"Salida, Colorado",Salida Flying Service - Air Taxi,Cessna U206,6.0,6.0,0.0,"Crashed into a mountain while in climb to cruise. Midjudge distance, speed and altitude.",Salida,CO
1977-10-01,"Stevens Pass, Pennsylvania",Kenmore Air  - Air Taxi,de Havilland DHC-2,7.0,7.0,0.0,Low flight through canyon approacing mountain pass. Unable to outclimb rising terrain. Plane exceed gross takeoff weight and aft center of gravity.,Stevens Pass,PA
1977-10-10,"Grand Chenier, Louisiana",Air Logistics,Bell 206B,2.0,2.0,0.0,"Crashed in rain, fog and thunderstorm activity. Pilot flying low because of deteriorating weather.",Grand Chenier,LA
